file_path,depression_angle,class,target_serial
data/raw/Padded_imgs/2S1/HB17106.JPG,17,2S1,HB17106
data/raw/Padded_imgs/2S1/HB17108.JPG,17,2S1,HB17108
data/raw/Padded_imgs/2S1/HB17109.JPG,17,2S1,HB17109
data/raw/Padded_imgs/2S1/HB17111.JPG,17,2S1,HB17111
data/raw/Padded_imgs/2S1/HB17112.JPG,17,2S1,HB17112
data/raw/Padded_imgs/2S1/HB17114.JPG,17,2S1,HB17114
data/raw/Padded_imgs/2S1/HB17115.JPG,17,2S1,HB17115
data/raw/Padded_imgs/2S1/HB17120.JPG,17,2S1,HB17120
data/raw/Padded_imgs/2S1/HB17121.JPG,17,2S1,HB17121
data/raw/Padded_imgs/2S1/HB17123.JPG,17,2S1,HB17123
data/raw/Padded_imgs/2S1/HB17124.JPG,17,2S1,HB17124
data/raw/Padded_imgs/2S1/HB17126.JPG,17,2S1,HB17126
data/raw/Padded_imgs/2S1/HB17143.JPG,17,2S1,HB17143
data/raw/Padded_imgs/2S1/HB17145.JPG,17,2S1,HB17145
data/raw/Padded_imgs/2S1/HB17149.JPG,17,2S1,HB17149
data/raw/Padded_imgs/2S1/HB17151.JPG,17,2S1,HB17151
data/raw/Padded_imgs/2S1/HB17152.JPG,17,2S1,HB17152
data/raw/Padded_imgs/2S1/HB17154.JPG,17,2S1,HB17154
data/raw/Padded_imgs/2S1/HB17155.JPG,17,2S1,HB17155
data/raw/Padded_imgs/2S1/HB17157.JPG,17,2S1,HB17157
data/raw/Padded_imgs/2S1/HB17158.JPG,17,2S1,HB17158
data/raw/Padded_imgs/2S1/HB17160.JPG,17,2S1,HB17160
data/raw/Padded_imgs/2S1/HB17161.JPG,17,2S1,HB17161
data/raw/Padded_imgs/2S1/HB17163.JPG,17,2S1,HB17163
data/raw/Padded_imgs/2S1/HB17164.JPG,17,2S1,HB17164
data/raw/Padded_imgs/2S1/HB17166.JPG,17,2S1,HB17166
data/raw/Padded_imgs/2S1/HB17167.JPG,17,2S1,HB17167
data/raw/Padded_imgs/2S1/HB17169.JPG,17,2S1,HB17169
data/raw/Padded_imgs/2S1/HB17170.JPG,17,2S1,HB17170
data/raw/Padded_imgs/2S1/HB17172.JPG,17,2S1,HB17172
data/raw/Padded_imgs/2S1/HB17173.JPG,17,2S1,HB17173
data/raw/Padded_imgs/2S1/HB17176.JPG,17,2S1,HB17176
data/raw/Padded_imgs/2S1/HB17178.JPG,17,2S1,HB17178
data/raw/Padded_imgs/2S1/HB17179.JPG,17,2S1,HB17179
data/raw/Padded_imgs/2S1/HB17181.JPG,17,2S1,HB17181
data/raw/Padded_imgs/2S1/HB17182.JPG,17,2S1,HB17182
data/raw/Padded_imgs/2S1/HB17184.JPG,17,2S1,HB17184
data/raw/Padded_imgs/2S1/HB17186.JPG,17,2S1,HB17186
data/raw/Padded_imgs/2S1/HB17188.JPG,17,2S1,HB17188
data/raw/Padded_imgs/2S1/HB17190.JPG,17,2S1,HB17190
data/raw/Padded_imgs/2S1/HB17191.JPG,17,2S1,HB17191
data/raw/Padded_imgs/2S1/HB17193.JPG,17,2S1,HB17193
data/raw/Padded_imgs/2S1/HB17195.JPG,17,2S1,HB17195
data/raw/Padded_imgs/2S1/HB17196.JPG,17,2S1,HB17196
data/raw/Padded_imgs/2S1/HB17198.JPG,17,2S1,HB17198
data/raw/Padded_imgs/2S1/HB17199.JPG,17,2S1,HB17199
data/raw/Padded_imgs/2S1/HB17201.JPG,17,2S1,HB17201
data/raw/Padded_imgs/2S1/HB17202.JPG,17,2S1,HB17202
data/raw/Padded_imgs/2S1/HB17204.JPG,17,2S1,HB17204
data/raw/Padded_imgs/2S1/HB17206.JPG,17,2S1,HB17206
data/raw/Padded_imgs/2S1/HB17209.JPG,17,2S1,HB17209
data/raw/Padded_imgs/2S1/HB17210.JPG,17,2S1,HB17210
data/raw/Padded_imgs/2S1/HB17212.JPG,17,2S1,HB17212
data/raw/Padded_imgs/2S1/HB17213.JPG,17,2S1,HB17213
data/raw/Padded_imgs/2S1/HB17215.JPG,17,2S1,HB17215
data/raw/Padded_imgs/2S1/HB17217.JPG,17,2S1,HB17217
data/raw/Padded_imgs/2S1/HB17221.JPG,17,2S1,HB17221
data/raw/Padded_imgs/2S1/HB17224.JPG,17,2S1,HB17224
data/raw/Padded_imgs/2S1/HB17226.JPG,17,2S1,HB17226
data/raw/Padded_imgs/2S1/HB17228.JPG,17,2S1,HB17228
data/raw/Padded_imgs/2S1/HB17229.JPG,17,2S1,HB17229
data/raw/Padded_imgs/2S1/HB17231.JPG,17,2S1,HB17231
data/raw/Padded_imgs/2S1/HB17232.JPG,17,2S1,HB17232
data/raw/Padded_imgs/2S1/HB17234.JPG,17,2S1,HB17234
data/raw/Padded_imgs/2S1/HB17235.JPG,17,2S1,HB17235
data/raw/Padded_imgs/2S1/HB17237.JPG,17,2S1,HB17237
data/raw/Padded_imgs/2S1/HB17239.JPG,17,2S1,HB17239
data/raw/Padded_imgs/2S1/HB17240.JPG,17,2S1,HB17240
data/raw/Padded_imgs/2S1/HB17242.JPG,17,2S1,HB17242
data/raw/Padded_imgs/2S1/HB17243.JPG,17,2S1,HB17243
data/raw/Padded_imgs/2S1/HB17245.JPG,17,2S1,HB17245
data/raw/Padded_imgs/2S1/HB17246.JPG,17,2S1,HB17246
data/raw/Padded_imgs/2S1/HB17249.JPG,17,2S1,HB17249
data/raw/Padded_imgs/2S1/HB17250.JPG,17,2S1,HB17250
data/raw/Padded_imgs/2S1/HB17252.JPG,17,2S1,HB17252
data/raw/Padded_imgs/2S1/HB17253.JPG,17,2S1,HB17253
data/raw/Padded_imgs/2S1/HB17254.JPG,17,2S1,HB17254
data/raw/Padded_imgs/2S1/HB17255.JPG,17,2S1,HB17255
data/raw/Padded_imgs/2S1/HB17256.JPG,17,2S1,HB17256
data/raw/Padded_imgs/2S1/HB17257.JPG,17,2S1,HB17257
data/raw/Padded_imgs/2S1/HB17258.JPG,17,2S1,HB17258
data/raw/Padded_imgs/2S1/HB17259.JPG,17,2S1,HB17259
data/raw/Padded_imgs/2S1/HB17260.JPG,17,2S1,HB17260
data/raw/Padded_imgs/2S1/HB17262.JPG,17,2S1,HB17262
data/raw/Padded_imgs/2S1/HB17271.JPG,17,2S1,HB17271
data/raw/Padded_imgs/2S1/HB17274.JPG,17,2S1,HB17274
data/raw/Padded_imgs/2S1/HB17276.JPG,17,2S1,HB17276
data/raw/Padded_imgs/2S1/HB17279.JPG,17,2S1,HB17279
data/raw/Padded_imgs/2S1/HB17281.JPG,17,2S1,HB17281
data/raw/Padded_imgs/2S1/HB17284.JPG,17,2S1,HB17284
data/raw/Padded_imgs/2S1/HB17287.JPG,17,2S1,HB17287
data/raw/Padded_imgs/2S1/HB17289.JPG,17,2S1,HB17289
data/raw/Padded_imgs/2S1/HB17292.JPG,17,2S1,HB17292
data/raw/Padded_imgs/2S1/HB17294.JPG,17,2S1,HB17294
data/raw/Padded_imgs/2S1/HB17297.JPG,17,2S1,HB17297
data/raw/Padded_imgs/2S1/HB17299.JPG,17,2S1,HB17299
data/raw/Padded_imgs/2S1/HB17302.JPG,17,2S1,HB17302
data/raw/Padded_imgs/2S1/HB17305.JPG,17,2S1,HB17305
data/raw/Padded_imgs/2S1/HB17307.JPG,17,2S1,HB17307
data/raw/Padded_imgs/2S1/HB17310.JPG,17,2S1,HB17310
data/raw/Padded_imgs/2S1/HB17315.JPG,17,2S1,HB17315
data/raw/Padded_imgs/2S1/HB17317.JPG,17,2S1,HB17317
data/raw/Padded_imgs/2S1/HB17320.JPG,17,2S1,HB17320
data/raw/Padded_imgs/2S1/HB17323.JPG,17,2S1,HB17323
data/raw/Padded_imgs/2S1/HB17325.JPG,17,2S1,HB17325
data/raw/Padded_imgs/2S1/HB17328.JPG,17,2S1,HB17328
data/raw/Padded_imgs/2S1/HB17331.JPG,17,2S1,HB17331
data/raw/Padded_imgs/2S1/HB17333.JPG,17,2S1,HB17333
data/raw/Padded_imgs/2S1/HB17336.JPG,17,2S1,HB17336
data/raw/Padded_imgs/2S1/HB17338.JPG,17,2S1,HB17338
data/raw/Padded_imgs/2S1/HB17341.JPG,17,2S1,HB17341
data/raw/Padded_imgs/2S1/HB17343.JPG,17,2S1,HB17343
data/raw/Padded_imgs/2S1/HB17346.JPG,17,2S1,HB17346
data/raw/Padded_imgs/2S1/HB17348.JPG,17,2S1,HB17348
data/raw/Padded_imgs/2S1/HB17351.JPG,17,2S1,HB17351
data/raw/Padded_imgs/2S1/HB17353.JPG,17,2S1,HB17353
data/raw/Padded_imgs/2S1/HB17356.JPG,17,2S1,HB17356
data/raw/Padded_imgs/2S1/HB17359.JPG,17,2S1,HB17359
data/raw/Padded_imgs/2S1/HB17361.JPG,17,2S1,HB17361
data/raw/Padded_imgs/2S1/HB17364.JPG,17,2S1,HB17364
data/raw/Padded_imgs/2S1/HB17366.JPG,17,2S1,HB17366
data/raw/Padded_imgs/2S1/HB17369.JPG,17,2S1,HB17369
data/raw/Padded_imgs/2S1/HB17372.JPG,17,2S1,HB17372
data/raw/Padded_imgs/2S1/HB17374.JPG,17,2S1,HB17374
data/raw/Padded_imgs/2S1/HB17377.JPG,17,2S1,HB17377
data/raw/Padded_imgs/2S1/HB17380.JPG,17,2S1,HB17380
data/raw/Padded_imgs/2S1/HB17382.JPG,17,2S1,HB17382
data/raw/Padded_imgs/2S1/HB17385.JPG,17,2S1,HB17385
data/raw/Padded_imgs/2S1/HB17387.JPG,17,2S1,HB17387
data/raw/Padded_imgs/2S1/HB17390.JPG,17,2S1,HB17390
data/raw/Padded_imgs/2S1/HB17393.JPG,17,2S1,HB17393
data/raw/Padded_imgs/2S1/HB17395.JPG,17,2S1,HB17395
data/raw/Padded_imgs/2S1/HB17398.JPG,17,2S1,HB17398
data/raw/Padded_imgs/2S1/HB17400.JPG,17,2S1,HB17400
data/raw/Padded_imgs/2S1/HB17406.JPG,17,2S1,HB17406
data/raw/Padded_imgs/2S1/HB17408.JPG,17,2S1,HB17408
data/raw/Padded_imgs/2S1/HB17411.JPG,17,2S1,HB17411
data/raw/Padded_imgs/2S1/HB17413.JPG,17,2S1,HB17413
data/raw/Padded_imgs/2S1/HB17416.JPG,17,2S1,HB17416
data/raw/Padded_imgs/2S1/HB17418.JPG,17,2S1,HB17418
data/raw/Padded_imgs/2S1/HB17421.JPG,17,2S1,HB17421
data/raw/Padded_imgs/2S1/HB17424.JPG,17,2S1,HB17424
data/raw/Padded_imgs/2S1/HB17426.JPG,17,2S1,HB17426
data/raw/Padded_imgs/2S1/HB17429.JPG,17,2S1,HB17429
data/raw/Padded_imgs/2S1/HB17431.JPG,17,2S1,HB17431
data/raw/Padded_imgs/2S1/HB17434.JPG,17,2S1,HB17434
data/raw/Padded_imgs/2S1/HB17436.JPG,17,2S1,HB17436
data/raw/Padded_imgs/2S1/HB17439.JPG,17,2S1,HB17439
data/raw/Padded_imgs/2S1/HB17441.JPG,17,2S1,HB17441
data/raw/Padded_imgs/2S1/HB17444.JPG,17,2S1,HB17444
data/raw/Padded_imgs/2S1/HB17446.JPG,17,2S1,HB17446
data/raw/Padded_imgs/2S1/HB17449.JPG,17,2S1,HB17449
data/raw/Padded_imgs/2S1/HB17451.JPG,17,2S1,HB17451
data/raw/Padded_imgs/2S1/HB17454.JPG,17,2S1,HB17454
data/raw/Padded_imgs/2S1/HB17456.JPG,17,2S1,HB17456
data/raw/Padded_imgs/2S1/HB17459.JPG,17,2S1,HB17459
data/raw/Padded_imgs/2S1/HB17462.JPG,17,2S1,HB17462
data/raw/Padded_imgs/2S1/HB17464.JPG,17,2S1,HB17464
data/raw/Padded_imgs/2S1/HB17467.JPG,17,2S1,HB17467
data/raw/Padded_imgs/2S1/HB17469.JPG,17,2S1,HB17469
data/raw/Padded_imgs/2S1/HB17472.JPG,17,2S1,HB17472
data/raw/Padded_imgs/2S1/HB17474.JPG,17,2S1,HB17474
data/raw/Padded_imgs/2S1/HB17477.JPG,17,2S1,HB17477
data/raw/Padded_imgs/2S1/HB17480.JPG,17,2S1,HB17480
data/raw/Padded_imgs/2S1/HB17482.JPG,17,2S1,HB17482
data/raw/Padded_imgs/2S1/HB17485.JPG,17,2S1,HB17485
data/raw/Padded_imgs/2S1/HB17487.JPG,17,2S1,HB17487
data/raw/Padded_imgs/2S1/HB17489.JPG,17,2S1,HB17489
data/raw/Padded_imgs/2S1/HB17492.JPG,17,2S1,HB17492
data/raw/Padded_imgs/2S1/HB17497.JPG,17,2S1,HB17497
data/raw/Padded_imgs/2S1/HB17499.JPG,17,2S1,HB17499
data/raw/Padded_imgs/2S1/HB17502.JPG,17,2S1,HB17502
data/raw/Padded_imgs/2S1/HB17504.JPG,17,2S1,HB17504
data/raw/Padded_imgs/2S1/HB17507.JPG,17,2S1,HB17507
data/raw/Padded_imgs/2S1/HB17509.JPG,17,2S1,HB17509
data/raw/Padded_imgs/2S1/HB17512.JPG,17,2S1,HB17512
data/raw/Padded_imgs/2S1/HB17515.JPG,17,2S1,HB17515
data/raw/Padded_imgs/2S1/HB17518.JPG,17,2S1,HB17518
data/raw/Padded_imgs/2S1/HB19377.JPG,15,2S1,HB19377
data/raw/Padded_imgs/2S1/HB19379.JPG,15,2S1,HB19379
data/raw/Padded_imgs/2S1/HB19381.JPG,15,2S1,HB19381
data/raw/Padded_imgs/2S1/HB19383.JPG,15,2S1,HB19383
data/raw/Padded_imgs/2S1/HB19389.JPG,15,2S1,HB19389
data/raw/Padded_imgs/2S1/HB19390.JPG,15,2S1,HB19390
data/raw/Padded_imgs/2S1/HB19394.JPG,15,2S1,HB19394
data/raw/Padded_imgs/2S1/HB19396.JPG,15,2S1,HB19396
data/raw/Padded_imgs/2S1/HB19398.JPG,15,2S1,HB19398
data/raw/Padded_imgs/2S1/HB19400.JPG,15,2S1,HB19400
data/raw/Padded_imgs/2S1/HB19402.JPG,15,2S1,HB19402
data/raw/Padded_imgs/2S1/HB19404.JPG,15,2S1,HB19404
data/raw/Padded_imgs/2S1/HB19406.JPG,15,2S1,HB19406
data/raw/Padded_imgs/2S1/HB19408.JPG,15,2S1,HB19408
data/raw/Padded_imgs/2S1/HB19410.JPG,15,2S1,HB19410
data/raw/Padded_imgs/2S1/HB19412.JPG,15,2S1,HB19412
data/raw/Padded_imgs/2S1/HB19414.JPG,15,2S1,HB19414
data/raw/Padded_imgs/2S1/HB19416.JPG,15,2S1,HB19416
data/raw/Padded_imgs/2S1/HB19418.JPG,15,2S1,HB19418
data/raw/Padded_imgs/2S1/HB19420.JPG,15,2S1,HB19420
data/raw/Padded_imgs/2S1/HB19422.JPG,15,2S1,HB19422
data/raw/Padded_imgs/2S1/HB19424.JPG,15,2S1,HB19424
data/raw/Padded_imgs/2S1/HB19426.JPG,15,2S1,HB19426
data/raw/Padded_imgs/2S1/HB19430.JPG,15,2S1,HB19430
data/raw/Padded_imgs/2S1/HB19432.JPG,15,2S1,HB19432
data/raw/Padded_imgs/2S1/HB19434.JPG,15,2S1,HB19434
data/raw/Padded_imgs/2S1/HB19436.JPG,15,2S1,HB19436
data/raw/Padded_imgs/2S1/HB19438.JPG,15,2S1,HB19438
data/raw/Padded_imgs/2S1/HB19440.JPG,15,2S1,HB19440
data/raw/Padded_imgs/2S1/HB19442.JPG,15,2S1,HB19442
data/raw/Padded_imgs/2S1/HB19444.JPG,15,2S1,HB19444
data/raw/Padded_imgs/2S1/HB19446.JPG,15,2S1,HB19446
data/raw/Padded_imgs/2S1/HB19448.JPG,15,2S1,HB19448
data/raw/Padded_imgs/2S1/HB19450.JPG,15,2S1,HB19450
data/raw/Padded_imgs/2S1/HB19454.JPG,15,2S1,HB19454
data/raw/Padded_imgs/2S1/HB19456.JPG,15,2S1,HB19456
data/raw/Padded_imgs/2S1/HB19458.JPG,15,2S1,HB19458
data/raw/Padded_imgs/2S1/HB19460.JPG,15,2S1,HB19460
data/raw/Padded_imgs/2S1/HB19462.JPG,15,2S1,HB19462
data/raw/Padded_imgs/2S1/HB19464.JPG,15,2S1,HB19464
data/raw/Padded_imgs/2S1/HB19466.JPG,15,2S1,HB19466
data/raw/Padded_imgs/2S1/HB19468.JPG,15,2S1,HB19468
data/raw/Padded_imgs/2S1/HB19470.JPG,15,2S1,HB19470
data/raw/Padded_imgs/2S1/HB19472.JPG,15,2S1,HB19472
data/raw/Padded_imgs/2S1/HB19474.JPG,15,2S1,HB19474
data/raw/Padded_imgs/2S1/HB19476.JPG,15,2S1,HB19476
data/raw/Padded_imgs/2S1/HB19478.JPG,15,2S1,HB19478
data/raw/Padded_imgs/2S1/HB19479.JPG,15,2S1,HB19479
data/raw/Padded_imgs/2S1/HB19481.JPG,15,2S1,HB19481
data/raw/Padded_imgs/2S1/HB19483.JPG,15,2S1,HB19483
data/raw/Padded_imgs/2S1/HB19487.JPG,15,2S1,HB19487
data/raw/Padded_imgs/2S1/HB19491.JPG,15,2S1,HB19491
data/raw/Padded_imgs/2S1/HB19495.JPG,15,2S1,HB19495
data/raw/Padded_imgs/2S1/HB19499.JPG,15,2S1,HB19499
data/raw/Padded_imgs/2S1/HB19501.JPG,15,2S1,HB19501
data/raw/Padded_imgs/2S1/HB19503.JPG,15,2S1,HB19503
data/raw/Padded_imgs/2S1/HB19505.JPG,15,2S1,HB19505
data/raw/Padded_imgs/2S1/HB19507.JPG,15,2S1,HB19507
data/raw/Padded_imgs/2S1/HB19508.JPG,15,2S1,HB19508
data/raw/Padded_imgs/2S1/HB19512.JPG,15,2S1,HB19512
data/raw/Padded_imgs/2S1/HB19514.JPG,15,2S1,HB19514
data/raw/Padded_imgs/2S1/HB19516.JPG,15,2S1,HB19516
data/raw/Padded_imgs/2S1/HB19518.JPG,15,2S1,HB19518
data/raw/Padded_imgs/2S1/HB19520.JPG,15,2S1,HB19520
data/raw/Padded_imgs/2S1/HB19522.JPG,15,2S1,HB19522
data/raw/Padded_imgs/2S1/HB19526.JPG,15,2S1,HB19526
data/raw/Padded_imgs/2S1/HB19528.JPG,15,2S1,HB19528
data/raw/Padded_imgs/2S1/HB19530.JPG,15,2S1,HB19530
data/raw/Padded_imgs/2S1/HB19534.JPG,15,2S1,HB19534
data/raw/Padded_imgs/2S1/HB19536.JPG,15,2S1,HB19536
data/raw/Padded_imgs/2S1/HB19538.JPG,15,2S1,HB19538
data/raw/Padded_imgs/2S1/HB19540.JPG,15,2S1,HB19540
data/raw/Padded_imgs/2S1/HB19542.JPG,15,2S1,HB19542
data/raw/Padded_imgs/2S1/HB19544.JPG,15,2S1,HB19544
data/raw/Padded_imgs/2S1/HB19545.JPG,15,2S1,HB19545
data/raw/Padded_imgs/2S1/HB19547.JPG,15,2S1,HB19547
data/raw/Padded_imgs/2S1/HB19549.JPG,15,2S1,HB19549
data/raw/Padded_imgs/2S1/HB19551.JPG,15,2S1,HB19551
data/raw/Padded_imgs/2S1/HB19553.JPG,15,2S1,HB19553
data/raw/Padded_imgs/2S1/HB19555.JPG,15,2S1,HB19555
data/raw/Padded_imgs/2S1/HB19557.JPG,15,2S1,HB19557
data/raw/Padded_imgs/2S1/HB19559.JPG,15,2S1,HB19559
data/raw/Padded_imgs/2S1/HB19561.JPG,15,2S1,HB19561
data/raw/Padded_imgs/2S1/HB19563.JPG,15,2S1,HB19563
data/raw/Padded_imgs/2S1/HB19567.JPG,15,2S1,HB19567
data/raw/Padded_imgs/2S1/HB19569.JPG,15,2S1,HB19569
data/raw/Padded_imgs/2S1/HB19571.JPG,15,2S1,HB19571
data/raw/Padded_imgs/2S1/HB19573.JPG,15,2S1,HB19573
data/raw/Padded_imgs/2S1/HB19575.JPG,15,2S1,HB19575
data/raw/Padded_imgs/2S1/HB19579.JPG,15,2S1,HB19579
data/raw/Padded_imgs/2S1/HB19581.JPG,15,2S1,HB19581
data/raw/Padded_imgs/2S1/HB19583.JPG,15,2S1,HB19583
data/raw/Padded_imgs/2S1/HB19780.JPG,15,2S1,HB19780
data/raw/Padded_imgs/2S1/HB19781.JPG,15,2S1,HB19781
data/raw/Padded_imgs/2S1/HB19782.JPG,15,2S1,HB19782
data/raw/Padded_imgs/2S1/HB19783.JPG,15,2S1,HB19783
data/raw/Padded_imgs/2S1/HB19784.JPG,15,2S1,HB19784
data/raw/Padded_imgs/2S1/HB19785.JPG,15,2S1,HB19785
data/raw/Padded_imgs/2S1/HB19786.JPG,15,2S1,HB19786
data/raw/Padded_imgs/2S1/HB19787.JPG,15,2S1,HB19787
data/raw/Padded_imgs/2S1/HB19788.JPG,15,2S1,HB19788
data/raw/Padded_imgs/2S1/HB19789.JPG,15,2S1,HB19789
data/raw/Padded_imgs/2S1/HB19790.JPG,15,2S1,HB19790
data/raw/Padded_imgs/2S1/HB19791.JPG,15,2S1,HB19791
data/raw/Padded_imgs/2S1/HB19792.JPG,15,2S1,HB19792
data/raw/Padded_imgs/2S1/HB19793.JPG,15,2S1,HB19793
data/raw/Padded_imgs/2S1/HB19794.JPG,15,2S1,HB19794
data/raw/Padded_imgs/2S1/HB19795.JPG,15,2S1,HB19795
data/raw/Padded_imgs/2S1/HB19797.JPG,15,2S1,HB19797
data/raw/Padded_imgs/2S1/HB19798.JPG,15,2S1,HB19798
data/raw/Padded_imgs/2S1/HB19799.JPG,15,2S1,HB19799
data/raw/Padded_imgs/2S1/HB19801.JPG,15,2S1,HB19801
data/raw/Padded_imgs/2S1/HB19803.JPG,15,2S1,HB19803
data/raw/Padded_imgs/2S1/HB19804.JPG,15,2S1,HB19804
data/raw/Padded_imgs/2S1/HB19805.JPG,15,2S1,HB19805
data/raw/Padded_imgs/2S1/HB19806.JPG,15,2S1,HB19806
data/raw/Padded_imgs/2S1/HB19807.JPG,15,2S1,HB19807
data/raw/Padded_imgs/2S1/HB19808.JPG,15,2S1,HB19808
data/raw/Padded_imgs/2S1/HB19809.JPG,15,2S1,HB19809
data/raw/Padded_imgs/2S1/HB19810.JPG,15,2S1,HB19810
data/raw/Padded_imgs/2S1/HB19811.JPG,15,2S1,HB19811
data/raw/Padded_imgs/2S1/HB19812.JPG,15,2S1,HB19812
data/raw/Padded_imgs/2S1/HB19813.JPG,15,2S1,HB19813
data/raw/Padded_imgs/2S1/HB19814.JPG,15,2S1,HB19814
data/raw/Padded_imgs/2S1/HB19816.JPG,15,2S1,HB19816
data/raw/Padded_imgs/2S1/HB19817.JPG,17,2S1,HB19817
data/raw/Padded_imgs/2S1/HB19818.JPG,15,2S1,HB19818
data/raw/Padded_imgs/2S1/HB19820.JPG,15,2S1,HB19820
data/raw/Padded_imgs/2S1/HB19821.JPG,15,2S1,HB19821
data/raw/Padded_imgs/2S1/HB19822.JPG,15,2S1,HB19822
data/raw/Padded_imgs/2S1/HB19823.JPG,15,2S1,HB19823
data/raw/Padded_imgs/2S1/HB19824.JPG,15,2S1,HB19824
data/raw/Padded_imgs/2S1/HB19825.JPG,15,2S1,HB19825
data/raw/Padded_imgs/2S1/HB19826.JPG,15,2S1,HB19826
data/raw/Padded_imgs/2S1/HB19827.JPG,15,2S1,HB19827
data/raw/Padded_imgs/2S1/HB19828.JPG,15,2S1,HB19828
data/raw/Padded_imgs/2S1/HB19829.JPG,15,2S1,HB19829
data/raw/Padded_imgs/2S1/HB19830.JPG,15,2S1,HB19830
data/raw/Padded_imgs/2S1/HB19831.JPG,15,2S1,HB19831
data/raw/Padded_imgs/2S1/HB19833.JPG,15,2S1,HB19833
data/raw/Padded_imgs/2S1/HB19834.JPG,15,2S1,HB19834
data/raw/Padded_imgs/2S1/HB19835.JPG,15,2S1,HB19835
data/raw/Padded_imgs/2S1/HB19836.JPG,15,2S1,HB19836
data/raw/Padded_imgs/2S1/HB19838.JPG,15,2S1,HB19838
data/raw/Padded_imgs/2S1/HB19839.JPG,15,2S1,HB19839
data/raw/Padded_imgs/2S1/HB19840.JPG,15,2S1,HB19840
data/raw/Padded_imgs/2S1/HB19841.JPG,15,2S1,HB19841
data/raw/Padded_imgs/2S1/HB19842.JPG,15,2S1,HB19842
data/raw/Padded_imgs/2S1/HB19843.JPG,15,2S1,HB19843
data/raw/Padded_imgs/2S1/HB19844.JPG,15,2S1,HB19844
data/raw/Padded_imgs/2S1/HB19845.JPG,15,2S1,HB19845
data/raw/Padded_imgs/2S1/HB19846.JPG,15,2S1,HB19846
data/raw/Padded_imgs/2S1/HB19847.JPG,15,2S1,HB19847
data/raw/Padded_imgs/2S1/HB19848.JPG,15,2S1,HB19848
data/raw/Padded_imgs/2S1/HB19849.JPG,15,2S1,HB19849
data/raw/Padded_imgs/2S1/HB19850.JPG,15,2S1,HB19850
data/raw/Padded_imgs/2S1/HB19851.JPG,15,2S1,HB19851
data/raw/Padded_imgs/2S1/HB19852.JPG,15,2S1,HB19852
data/raw/Padded_imgs/2S1/HB19853.JPG,15,2S1,HB19853
data/raw/Padded_imgs/2S1/HB19854.JPG,15,2S1,HB19854
data/raw/Padded_imgs/2S1/HB19855.JPG,15,2S1,HB19855
data/raw/Padded_imgs/2S1/HB19856.JPG,15,2S1,HB19856
data/raw/Padded_imgs/2S1/HB19857.JPG,15,2S1,HB19857
data/raw/Padded_imgs/2S1/HB19858.JPG,15,2S1,HB19858
data/raw/Padded_imgs/2S1/HB19859.JPG,15,2S1,HB19859
data/raw/Padded_imgs/2S1/HB19860.JPG,15,2S1,HB19860
data/raw/Padded_imgs/2S1/HB19861.JPG,15,2S1,HB19861
data/raw/Padded_imgs/2S1/HB19862.JPG,15,2S1,HB19862
data/raw/Padded_imgs/2S1/HB19863.JPG,15,2S1,HB19863
data/raw/Padded_imgs/2S1/HB19864.JPG,15,2S1,HB19864
data/raw/Padded_imgs/2S1/HB19865.JPG,15,2S1,HB19865
data/raw/Padded_imgs/2S1/HB19867.JPG,15,2S1,HB19867
data/raw/Padded_imgs/2S1/HB19868.JPG,15,2S1,HB19868
data/raw/Padded_imgs/2S1/HB19869.JPG,15,2S1,HB19869
data/raw/Padded_imgs/2S1/HB19871.JPG,15,2S1,HB19871
data/raw/Padded_imgs/2S1/HB19872.JPG,15,2S1,HB19872
data/raw/Padded_imgs/2S1/HB19873.JPG,15,2S1,HB19873
data/raw/Padded_imgs/2S1/HB19874.JPG,15,2S1,HB19874
data/raw/Padded_imgs/2S1/HB19875.JPG,15,2S1,HB19875
data/raw/Padded_imgs/2S1/HB19876.JPG,15,2S1,HB19876
data/raw/Padded_imgs/2S1/HB19877.JPG,15,2S1,HB19877
data/raw/Padded_imgs/2S1/HB19878.JPG,15,2S1,HB19878
data/raw/Padded_imgs/2S1/HB19879.JPG,15,2S1,HB19879
data/raw/Padded_imgs/2S1/HB19880.JPG,15,2S1,HB19880
data/raw/Padded_imgs/2S1/HB19881.JPG,15,2S1,HB19881
data/raw/Padded_imgs/2S1/HB19882.JPG,15,2S1,HB19882
data/raw/Padded_imgs/2S1/HB19883.JPG,15,2S1,HB19883
data/raw/Padded_imgs/2S1/HB19884.JPG,15,2S1,HB19884
data/raw/Padded_imgs/2S1/HB19885.JPG,15,2S1,HB19885
data/raw/Padded_imgs/2S1/HB19887.JPG,15,2S1,HB19887
data/raw/Padded_imgs/2S1/HB19888.JPG,15,2S1,HB19888
data/raw/Padded_imgs/2S1/HB19889.JPG,15,2S1,HB19889
data/raw/Padded_imgs/2S1/HB19890.JPG,15,2S1,HB19890
data/raw/Padded_imgs/2S1/HB19891.JPG,15,2S1,HB19891
data/raw/Padded_imgs/2S1/HB19892.JPG,15,2S1,HB19892
data/raw/Padded_imgs/2S1/HB19893.JPG,15,2S1,HB19893
data/raw/Padded_imgs/2S1/HB19894.JPG,15,2S1,HB19894
data/raw/Padded_imgs/2S1/HB19895.JPG,15,2S1,HB19895
data/raw/Padded_imgs/2S1/HB19896.JPG,15,2S1,HB19896
